bank_id,bank_name,city,blood_type,current_score,projected_score_72h,severity,forecast_severity,days_of_supply,computed_at
1238,District Hospital Blood Bank,Panna,B-,89,89,CRITICAL,FORECAST_CRITICAL,0.1,2026-07-06T16:22:41
1238,District Hospital Blood Bank,Panna,O+,59,59,LOW,FORECAST_LOW,1.4,2026-07-06T16:22:41
1238,District Hospital Blood Bank,Panna,O-,89,89,CRITICAL,FORECAST_CRITICAL,0.0,2026-07-06T16:22:41
1238,District Hospital Blood Bank,Panna,AB+,19,59,SAFE,FORECAST_LOW,3.2,2026-07-06T16:22:41
1238,District Hospital Blood Bank,Panna,AB-,59,59,LOW,FORECAST_LOW,2.8,2026-07-06T16:22:41
1239,District Hospital Blood Bank,Raisen,A+,81,81,CRITICAL,FORECAST_CRITICAL,0.9,2026-07-06T16:22:41
1239,District Hospital Blood Bank,Raisen,A-,11,11,SAFE,FORECAST_SAFE,3.7,2026-07-06T16:22:41
1239,District Hospital Blood Bank,Raisen,B+,51,81,LOW,FORECAST_CRITICAL,1.5,2026-07-06T16:22:41
1239,District Hospital Blood Bank,Raisen,B-,51,51,LOW,FORECAST_LOW,1.7,2026-07-06T16:22:41
1239,District Hospital Blood Bank,Raisen,O+,81,81,CRITICAL,FORECAST_CRITICAL,0.4,2026-07-06T16:22:41
1239,District Hospital Blood Bank,Raisen,O-,81,81,CRITICAL,FORECAST_CRITICAL,0.9,2026-07-06T16:22:41
1239,District Hospital Blood Bank,Raisen,AB+,11,51,SAFE,FORECAST_LOW,3.3,2026-07-06T16:22:41
1239,District Hospital Blood Bank,Raisen,AB-,51,51,LOW,FORECAST_LOW,1.8,2026-07-06T16:22:41
1240,District Hospital Blood Bank,Rajgarh,A+,84,84,CRITICAL,FORECAST_CRITICAL,0.4,2026-07-06T16:22:41
1240,District Hospital Blood Bank,Rajgarh,A-,54,54,LOW,FORECAST_LOW,1.7,2026-07-06T16:22:41
1240,District Hospital Blood Bank,Rajgarh,B+,54,84,LOW,FORECAST_CRITICAL,1.2,2026-07-06T16:22:41
1240,District Hospital Blood Bank,Rajgarh,B-,14,14,SAFE,FORECAST_SAFE,4.0,2026-07-06T16:22:41
1240,District Hospital Blood Bank,Rajgarh,O+,54,54,LOW,FORECAST_LOW,2.2,2026-07-06T16:22:41
1240,District Hospital Blood Bank,Rajgarh,O-,54,84,LOW,FORECAST_CRITICAL,1.5,2026-07-06T16:22:41
1240,District Hospital Blood Bank,Rajgarh,AB+,14,14,SAFE,FORECAST_SAFE,3.8,2026-07-06T16:22:41
1240,District Hospital Blood Bank,Rajgarh,AB-,84,84,CRITICAL,FORECAST_CRITICAL,0.1,2026-07-06T16:22:41
1241,District Hospital Blood Bank,Ratlam,A+,14,54,SAFE,FORECAST_LOW,3.5,2026-07-06T16:22:41
1241,District Hospital Blood Bank,Ratlam,A-,54,54,LOW,FORECAST_LOW,1.8,2026-07-06T16:22:41
1241,District Hospital Blood Bank,Ratlam,B+,14,54,SAFE,FORECAST_LOW,3.2,2026-07-06T16:22:41
1241,District Hospital Blood Bank,Ratlam,B-,84,84,CRITICAL,FORECAST_CRITICAL,0.0,2026-07-06T16:22:41
1241,District Hospital Blood Bank,Ratlam,O+,14,54,SAFE,FORECAST_LOW,3.4,2026-07-06T16:22:41
1241,District Hospital Blood Bank,Ratlam,O-,84,84,CRITICAL,FORECAST_CRITICAL,0.5,2026-07-06T16:22:41
1241,District Hospital Blood Bank,Ratlam,AB+,54,54,LOW,FORECAST_LOW,2.2,2026-07-06T16:22:41
1241,District Hospital Blood Bank,Ratlam,AB-,14,54,SAFE,FORECAST_LOW,3.0,2026-07-06T16:22:41
1242,Manav Seva Samiti Blood Bank,Ratlam,A+,59,59,LOW,FORECAST_LOW,2.5,2026-07-06T16:22:41
1242,Manav Seva Samiti Blood Bank,Ratlam,A-,19,59,SAFE,FORECAST_LOW,3.5,2026-07-06T16:22:41
1242,Manav Seva Samiti Blood Bank,Ratlam,B+,59,59,LOW,FORECAST_LOW,2.2,2026-07-06T16:22:41
1242,Manav Seva Samiti Blood Bank,Ratlam,B-,19,59,SAFE,FORECAST_LOW,3.1,2026-07-06T16:22:41
1242,Manav Seva Samiti Blood Bank,Ratlam,O+,59,59,LOW,FORECAST_LOW,2.5,2026-07-06T16:22:41
1242,Manav Seva Samiti Blood Bank,Ratlam,O-,19,59,SAFE,FORECAST_LOW,3.0,2026-07-06T16:22:41
1242,Manav Seva Samiti Blood Bank,Ratlam,AB+,59,59,LOW,FORECAST_LOW,2.3,2026-07-06T16:22:41
1242,Manav Seva Samiti Blood Bank,Ratlam,AB-,19,19,SAFE,FORECAST_SAFE,3.9,2026-07-06T16:22:41
1243,S. S. Medical College Blood Bank,Rewa,A+,84,84,CRITICAL,FORECAST_CRITICAL,0.2,2026-07-06T16:22:41
1243,S. S. Medical College Blood Bank,Rewa,A-,84,84,CRITICAL,FORECAST_CRITICAL,0.3,2026-07-06T16:22:41
1243,S. S. Medical College Blood Bank,Rewa,B+,14,54,SAFE,FORECAST_LOW,3.2,2026-07-06T16:22:41
1243,S. S. Medical College Blood Bank,Rewa,B-,14,54,SAFE,FORECAST_LOW,3.0,2026-07-06T16:22:41
1243,S. S. Medical College Blood Bank,Rewa,O+,54,84,LOW,FORECAST_CRITICAL,1.4,2026-07-06T16:22:41
1243,S. S. Medical College Blood Bank,Rewa,O-,14,54,SAFE,FORECAST_LOW,3.2,2026-07-06T16:22:41
1243,S. S. Medical College Blood Bank,Rewa,AB+,14,14,SAFE,FORECAST_SAFE,3.6,2026-07-06T16:22:41
1243,S. S. Medical College Blood Bank,Rewa,AB-,54,54,LOW,FORECAST_LOW,2.4,2026-07-06T16:22:41
1244,District Hospital Blood Bank,Sagar,A+,51,81,LOW,FORECAST_CRITICAL,1.1,2026-07-06T16:22:41
1244,District Hospital Blood Bank,Sagar,A-,51,51,LOW,FORECAST_LOW,2.1,2026-07-06T16:22:41
1244,District Hospital Blood Bank,Sagar,B+,81,81,CRITICAL,FORECAST_CRITICAL,0.4,2026-07-06T16:22:41
1244,District Hospital Blood Bank,Sagar,B-,11,11,SAFE,FORECAST_SAFE,3.7,2026-07-06T16:22:41
1244,District Hospital Blood Bank,Sagar,O+,81,81,CRITICAL,FORECAST_CRITICAL,0.7,2026-07-06T16:22:41
1244,District Hospital Blood Bank,Sagar,O-,51,51,LOW,FORECAST_LOW,1.7,2026-07-06T16:22:41
1244,District Hospital Blood Bank,Sagar,AB+,11,51,SAFE,FORECAST_LOW,2.9,2026-07-06T16:22:41
1244,District Hospital Blood Bank,Sagar,AB-,11,11,SAFE,FORECAST_SAFE,3.8,2026-07-06T16:22:41
1245,Bhagyoday Tirth Hospital Blood Bank,Sagar,A+,84,84,CRITICAL,FORECAST_CRITICAL,0.4,2026-07-06T16:22:41
1245,Bhagyoday Tirth Hospital Blood Bank,Sagar,A-,14,54,SAFE,FORECAST_LOW,3.5,2026-07-06T16:22:41
1245,Bhagyoday Tirth Hospital Blood Bank,Sagar,B+,14,14,SAFE,FORECAST_SAFE,4.0,2026-07-06T16:22:41
1245,Bhagyoday Tirth Hospital Blood Bank,Sagar,B-,84,84,CRITICAL,FORECAST_CRITICAL,0.0,2026-07-06T16:22:41
1245,Bhagyoday Tirth Hospital Blood Bank,Sagar,O+,84,84,CRITICAL,FORECAST_CRITICAL,0.0,2026-07-06T16:22:41
1245,Bhagyoday Tirth Hospital Blood Bank,Sagar,O-,54,84,LOW,FORECAST_CRITICAL,1.5,2026-07-06T16:22:41
1245,Bhagyoday Tirth Hospital Blood Bank,Sagar,AB+,54,54,LOW,FORECAST_LOW,2.2,2026-07-06T16:22:41
1245,Bhagyoday Tirth Hospital Blood Bank,Sagar,AB-,84,84,CRITICAL,FORECAST_CRITICAL,0.0,2026-07-06T16:22:41
1246,Sadguru Blood Bank Chitrakoot,Chitrakoot,A+,16,56,SAFE,FORECAST_LOW,3.6,2026-07-06T16:22:41
1246,Sadguru Blood Bank Chitrakoot,Chitrakoot,A-,56,86,LOW,FORECAST_CRITICAL,1.0,2026-07-06T16:22:41
1246,Sadguru Blood Bank Chitrakoot,Chitrakoot,B+,56,86,LOW,FORECAST_CRITICAL,1.6,2026-07-06T16:22:41
1246,Sadguru Blood Bank Chitrakoot,Chitrakoot,B-,16,16,SAFE,FORECAST_SAFE,4.0,2026-07-06T16:22:41
1246,Sadguru Blood Bank Chitrakoot,Chitrakoot,O+,56,56,LOW,FORECAST_LOW,2.0,2026-07-06T16:22:41
1246,Sadguru Blood Bank Chitrakoot,Chitrakoot,O-,86,86,CRITICAL,FORECAST_CRITICAL,0.0,2026-07-06T16:22:41
1246,Sadguru Blood Bank Chitrakoot,Chitrakoot,AB+,56,86,LOW,FORECAST_CRITICAL,1.3,2026-07-06T16:22:41
1246,Sadguru Blood Bank Chitrakoot,Chitrakoot,AB-,16,56,SAFE,FORECAST_LOW,3.1,2026-07-06T16:22:41
1247,District Hospital Blood Bank,Satna,A+,11,11,SAFE,FORECAST_SAFE,3.8,2026-07-06T16:22:41
1247,District Hospital Blood Bank,Satna,A-,81,81,CRITICAL,FORECAST_CRITICAL,0.4,2026-07-06T16:22:41
1247,District Hospital Blood Bank,Satna,B+,51,51,LOW,FORECAST_LOW,2.1,2026-07-06T16:22:41
1247,District Hospital Blood Bank,Satna,B-,11,51,SAFE,FORECAST_LOW,3.0,2026-07-06T16:22:41
1247,District Hospital Blood Bank,Satna,O+,11,11,SAFE,FORECAST_SAFE,3.9,2026-07-06T16:22:41
1247,District Hospital Blood Bank,Satna,O-,11,51,SAFE,FORECAST_LOW,3.1,2026-07-06T16:22:41
1247,District Hospital Blood Bank,Satna,AB+,81,81,CRITICAL,FORECAST_CRITICAL,0.4,2026-07-06T16:22:41
1247,District Hospital Blood Bank,Satna,AB-,51,81,LOW,FORECAST_CRITICAL,1.1,2026-07-06T16:22:41
1248,MP Birla Hospital and Priyamvada Birla Cancer Research Institute Blood Bank,Satna,A+,20,20,SAFE,FORECAST_SAFE,4.3,2026-07-06T16:22:41
1248,MP Birla Hospital and Priyamvada Birla Cancer Research Institute Blood Bank,Satna,A-,60,60,LOW,FORECAST_LOW,2.6,2026-07-06T16:22:41
1248,MP Birla Hospital and Priyamvada Birla Cancer Research Institute Blood Bank,Satna,B+,60,90,LOW,FORECAST_CRITICAL,1.3,2026-07-06T16:22:41
1248,MP Birla Hospital and Priyamvada Birla Cancer Research Institute Blood Bank,Satna,B-,90,90,CRITICAL,FORECAST_CRITICAL,0.0,2026-07-06T16:22:41
1248,MP Birla Hospital and Priyamvada Birla Cancer Research Institute Blood Bank,Satna,O+,60,60,LOW,FORECAST_LOW,1.9,2026-07-06T16:22:41
1248,MP Birla Hospital and Priyamvada Birla Cancer Research Institute Blood Bank,Satna,O-,60,60,LOW,FORECAST_LOW,2.0,2026-07-06T16:22:41
1248,MP Birla Hospital and Priyamvada Birla Cancer Research Institute Blood Bank,Satna,AB+,60,60,LOW,FORECAST_LOW,2.6,2026-07-06T16:22:41
1248,MP Birla Hospital and Priyamvada Birla Cancer Research Institute Blood Bank,Satna,AB-,90,90,CRITICAL,FORECAST_CRITICAL,0.3,2026-07-06T16:22:41
1249,District Hospital Blood Bank,Sehore,A+,87,87,CRITICAL,FORECAST_CRITICAL,0.0,2026-07-06T16:22:41
1249,District Hospital Blood Bank,Sehore,A-,17,57,SAFE,FORECAST_LOW,3.3,2026-07-06T16:22:41
1249,District Hospital Blood Bank,Sehore,B+,57,57,LOW,FORECAST_LOW,2.0,2026-07-06T16:22:41
1249,District Hospital Blood Bank,Sehore,B-,57,57,LOW,FORECAST_LOW,1.7,2026-07-06T16:22:41
1249,District Hospital Blood Bank,Sehore,O+,57,57,LOW,FORECAST_LOW,2.7,2026-07-06T16:22:41
1249,District Hospital Blood Bank,Sehore,O-,57,57,LOW,FORECAST_LOW,1.7,2026-07-06T16:22:41
1249,District Hospital Blood Bank,Sehore,AB+,17,57,SAFE,FORECAST_LOW,3.4,2026-07-06T16:22:41
1249,District Hospital Blood Bank,Sehore,AB-,87,87,CRITICAL,FORECAST_CRITICAL,0.1,2026-07-06T16:22:41
1250,District Hospital Blood Bank Seoni,Seoni,A+,16,16,SAFE,FORECAST_SAFE,3.9,2026-07-06T16:22:41
1250,District Hospital Blood Bank Seoni,Seoni,A-,56,86,LOW,FORECAST_CRITICAL,1.6,2026-07-06T16:22:41
1250,District Hospital Blood Bank Seoni,Seoni,B+,56,56,LOW,FORECAST_LOW,2.8,2026-07-06T16:22:41
1250,District Hospital Blood Bank Seoni,Seoni,B-,56,56,LOW,FORECAST_LOW,2.3,2026-07-06T16:22:41
1250,District Hospital Blood Bank Seoni,Seoni,O+,86,86,CRITICAL,FORECAST_CRITICAL,0.0,2026-07-06T16:22:41
1250,District Hospital Blood Bank Seoni,Seoni,O-,56,86,LOW,FORECAST_CRITICAL,1.3,2026-07-06T16:22:41
1250,District Hospital Blood Bank Seoni,Seoni,AB+,56,86,LOW,FORECAST_CRITICAL,1.3,2026-07-06T16:22:41
1250,District Hospital Blood Bank Seoni,Seoni,AB-,16,16,SAFE,FORECAST_SAFE,4.1,2026-07-06T16:22:41
1251,Burhar Central Hospital of South Eastern Coal Fields Limited Blood Bank,Dhanpuri,A+,11,51,SAFE,FORECAST_LOW,2.9,2026-07-06T16:22:41
1251,Burhar Central Hospital of South Eastern Coal Fields Limited Blood Bank,Dhanpuri,A-,51,51,LOW,FORECAST_LOW,2.6,2026-07-06T16:22:41
1251,Burhar Central Hospital of South Eastern Coal Fields Limited Blood Bank,Dhanpuri,B+,11,11,SAFE,FORECAST_SAFE,3.8,2026-07-06T16:22:41
1251,Burhar Central Hospital of South Eastern Coal Fields Limited Blood Bank,Dhanpuri,B-,11,11,SAFE,FORECAST_SAFE,3.8,2026-07-06T16:22:41
1251,Burhar Central Hospital of South Eastern Coal Fields Limited Blood Bank,Dhanpuri,O+,81,81,CRITICAL,FORECAST_CRITICAL,0.0,2026-07-06T16:22:41
1251,Burhar Central Hospital of South Eastern Coal Fields Limited Blood Bank,Dhanpuri,O-,81,81,CRITICAL,FORECAST_CRITICAL,0.4,2026-07-06T16:22:41
1251,Burhar Central Hospital of South Eastern Coal Fields Limited Blood Bank,Dhanpuri,AB+,81,81,CRITICAL,FORECAST_CRITICAL,0.4,2026-07-06T16:22:41
1251,Burhar Central Hospital of South Eastern Coal Fields Limited Blood Bank,Dhanpuri,AB-,51,81,LOW,FORECAST_CRITICAL,1.6,2026-07-06T16:22:41
1252,District Hospital Blood Bank,Shahdol,A+,51,81,LOW,FORECAST_CRITICAL,1.6,2026-07-06T16:22:41
1252,District Hospital Blood Bank,Shahdol,A-,81,81,CRITICAL,FORECAST_CRITICAL,0.1,2026-07-06T16:22:41
1252,District Hospital Blood Bank,Shahdol,B+,51,81,LOW,FORECAST_CRITICAL,1.3,2026-07-06T16:22:41
1252,District Hospital Blood Bank,Shahdol,B-,11,51,SAFE,FORECAST_LOW,3.5,2026-07-06T16:22:41
1252,District Hospital Blood Bank,Shahdol,O+,51,51,LOW,FORECAST_LOW,2.7,2026-07-06T16:22:41
1252,District Hospital Blood Bank,Shahdol,O-,51,51,LOW,FORECAST_LOW,2.4,2026-07-06T16:22:41
1252,District Hospital Blood Bank,Shahdol,AB+,11,11,SAFE,FORECAST_SAFE,3.9,2026-07-06T16:22:41
1252,District Hospital Blood Bank,Shahdol,AB-,51,51,LOW,FORECAST_LOW,2.1,2026-07-06T16:22:41
1253,Murlidhar Kripa Hospital Blood Bank,Maxi,A+,83,83,CRITICAL,FORECAST_CRITICAL,0.4,2026-07-06T16:22:41
1253,Murlidhar Kripa Hospital Blood Bank,Maxi,A-,53,53,LOW,FORECAST_LOW,2.2,2026-07-06T16:22:41
1253,Murlidhar Kripa Hospital Blood Bank,Maxi,B+,53,83,LOW,FORECAST_CRITICAL,1.7,2026-07-06T16:22:41
1253,Murlidhar Kripa Hospital Blood Bank,Maxi,B-,53,53,LOW,FORECAST_LOW,1.7,2026-07-06T16:22:41
1253,Murlidhar Kripa Hospital Blood Bank,Maxi,O+,53,83,LOW,FORECAST_CRITICAL,1.4,2026-07-06T16:22:41
1253,Murlidhar Kripa Hospital Blood Bank,Maxi,O-,53,53,LOW,FORECAST_LOW,2.3,2026-07-06T16:22:41
1253,Murlidhar Kripa Hospital Blood Bank,Maxi,AB+,53,53,LOW,FORECAST_LOW,2.3,2026-07-06T16:22:41
1253,Murlidhar Kripa Hospital Blood Bank,Maxi,AB-,13,53,SAFE,FORECAST_LOW,3.2,2026-07-06T16:22:41
1254,District Hospital Blood Bank,Shajapur,A+,83,83,CRITICAL,FORECAST_CRITICAL,0.1,2026-07-06T16:22:41
1254,District Hospital Blood Bank,Shajapur,A-,83,83,CRITICAL,FORECAST_CRITICAL,0.2,2026-07-06T16:22:41
1254,District Hospital Blood Bank,Shajapur,B+,13,53,SAFE,FORECAST_LOW,3.1,2026-07-06T16:22:41
1254,District Hospital Blood Bank,Shajapur,B-,13,53,SAFE,FORECAST_LOW,3.4,2026-07-06T16:22:41
1254,District Hospital Blood Bank,Shajapur,O+,83,83,CRITICAL,FORECAST_CRITICAL,0.0,2026-07-06T16:22:41
1254,District Hospital Blood Bank,Shajapur,O-,53,53,LOW,FORECAST_LOW,2.0,2026-07-06T16:22:41
1254,District Hospital Blood Bank,Shajapur,AB+,13,53,SAFE,FORECAST_LOW,3.0,2026-07-06T16:22:41
1254,District Hospital Blood Bank,Shajapur,AB-,13,53,SAFE,FORECAST_LOW,3.2,2026-07-06T16:22:41
1255,District hospital sheopur,SHEOPUR,A+,56,56,LOW,FORECAST_LOW,1.8,2026-07-06T16:22:41
1255,District hospital sheopur,SHEOPUR,A-,86,86,CRITICAL,FORECAST_CRITICAL,0.5,2026-07-06T16:22:41
1255,District hospital sheopur,SHEOPUR,B+,16,56,SAFE,FORECAST_LOW,3.1,2026-07-06T16:22:41
1255,District hospital sheopur,SHEOPUR,B-,86,86,CRITICAL,FORECAST_CRITICAL,0.8,2026-07-06T16:22:41
1255,District hospital sheopur,SHEOPUR,O+,56,56,LOW,FORECAST_LOW,2.7,2026-07-06T16:22:41
1255,District hospital sheopur,SHEOPUR,O-,16,56,SAFE,FORECAST_LOW,3.0,2026-07-06T16:22:41
1255,District hospital sheopur,SHEOPUR,AB+,86,86,CRITICAL,FORECAST_CRITICAL,0.0,2026-07-06T16:22:41
1255,District hospital sheopur,SHEOPUR,AB-,16,56,SAFE,FORECAST_LOW,3.1,2026-07-06T16:22:41
1256,District Hospital Blood Bank,Shivpuri,A+,19,19,SAFE,FORECAST_SAFE,4.1,2026-07-06T16:22:41
1256,District Hospital Blood Bank,Shivpuri,A-,59,59,LOW,FORECAST_LOW,2.1,2026-07-06T16:22:41
1256,District Hospital Blood Bank,Shivpuri,B+,19,19,SAFE,FORECAST_SAFE,4.1,2026-07-06T16:22:41
1256,District Hospital Blood Bank,Shivpuri,B-,19,19,SAFE,FORECAST_SAFE,3.8,2026-07-06T16:22:41
1256,District Hospital Blood Bank,Shivpuri,O+,89,89,CRITICAL,FORECAST_CRITICAL,0.4,2026-07-06T16:22:41
1256,District Hospital Blood Bank,Shivpuri,O-,19,59,SAFE,FORECAST_LOW,3.3,2026-07-06T16:22:41
1256,District Hospital Blood Bank,Shivpuri,AB+,59,59,LOW,FORECAST_LOW,2.0,2026-07-06T16:22:41
1256,District Hospital Blood Bank,Shivpuri,AB-,59,89,LOW,FORECAST_CRITICAL,0.9,2026-07-06T16:22:41
1257,District Hospital Blood Bank,Sidhi,A+,81,81,CRITICAL,FORECAST_CRITICAL,0.3,2026-07-06T16:22:41
1257,District Hospital Blood Bank,Sidhi,A-,81,81,CRITICAL,FORECAST_CRITICAL,0.4,2026-07-06T16:22:41
1257,District Hospital Blood Bank,Sidhi,B+,51,81,LOW,FORECAST_CRITICAL,1.6,2026-07-06T16:22:41
1257,District Hospital Blood Bank,Sidhi,B-,81,81,CRITICAL,FORECAST_CRITICAL,0.6,2026-07-06T16:22:41
1257,District Hospital Blood Bank,Sidhi,O+,51,81,LOW,FORECAST_CRITICAL,1.7,2026-07-06T16:22:41
1257,District Hospital Blood Bank,Sidhi,O-,81,81,CRITICAL,FORECAST_CRITICAL,0.3,2026-07-06T16:22:41
1257,District Hospital Blood Bank,Sidhi,AB+,51,51,LOW,FORECAST_LOW,2.1,2026-07-06T16:22:41
1257,District Hospital Blood Bank,Sidhi,AB-,51,51,LOW,FORECAST_LOW,2.6,2026-07-06T16:22:41
1258,Nehru Jan shatabdi Chikitsalaya Blood Bank ,Jayant,A+,57,87,LOW,FORECAST_CRITICAL,1.3,2026-07-06T16:22:41
1258,Nehru Jan shatabdi Chikitsalaya Blood Bank ,Jayant,A-,87,87,CRITICAL,FORECAST_CRITICAL,0.8,2026-07-06T16:22:41
1258,Nehru Jan shatabdi Chikitsalaya Blood Bank ,Jayant,B+,17,17,SAFE,FORECAST_SAFE,3.9,2026-07-06T16:22:41
1258,Nehru Jan shatabdi Chikitsalaya Blood Bank ,Jayant,B-,87,87,CRITICAL,FORECAST_CRITICAL,0.2,2026-07-06T16:22:41
1258,Nehru Jan shatabdi Chikitsalaya Blood Bank ,Jayant,O+,57,87,LOW,FORECAST_CRITICAL,1.2,2026-07-06T16:22:41
1258,Nehru Jan shatabdi Chikitsalaya Blood Bank ,Jayant,O-,57,87,LOW,FORECAST_CRITICAL,1.3,2026-07-06T16:22:41
1258,Nehru Jan shatabdi Chikitsalaya Blood Bank ,Jayant,AB+,87,87,CRITICAL,FORECAST_CRITICAL,0.1,2026-07-06T16:22:41
1258,Nehru Jan shatabdi Chikitsalaya Blood Bank ,Jayant,AB-,87,87,CRITICAL,FORECAST_CRITICAL,0.5,2026-07-06T16:22:41
1259,Red Cross Blood Bank,Singrauli,A+,53,83,LOW,FORECAST_CRITICAL,1.0,2026-07-06T16:22:41
1259,Red Cross Blood Bank,Singrauli,A-,13,53,SAFE,FORECAST_LOW,3.3,2026-07-06T16:22:41
1259,Red Cross Blood Bank,Singrauli,B+,53,53,LOW,FORECAST_LOW,2.2,2026-07-06T16:22:41
1259,Red Cross Blood Bank,Singrauli,B-,53,83,LOW,FORECAST_CRITICAL,0.9,2026-07-06T16:22:41
1259,Red Cross Blood Bank,Singrauli,O+,53,83,LOW,FORECAST_CRITICAL,1.0,2026-07-06T16:22:41
1259,Red Cross Blood Bank,Singrauli,O-,53,53,LOW,FORECAST_LOW,2.1,2026-07-06T16:22:41
1259,Red Cross Blood Bank,Singrauli,AB+,53,53,LOW,FORECAST_LOW,2.6,2026-07-06T16:22:41
1259,Red Cross Blood Bank,Singrauli,AB-,83,83,CRITICAL,FORECAST_CRITICAL,0.4,2026-07-06T16:22:41
1260,District Hospital Blood Bank,Tikamgarh,A+,54,54,LOW,FORECAST_LOW,2.8,2026-07-06T16:22:41
1260,District Hospital Blood Bank,Tikamgarh,A-,14,14,SAFE,FORECAST_SAFE,3.6,2026-07-06T16:22:41
1260,District Hospital Blood Bank,Tikamgarh,B+,14,14,SAFE,FORECAST_SAFE,3.8,2026-07-06T16:22:41
1260,District Hospital Blood Bank,Tikamgarh,B-,54,84,LOW,FORECAST_CRITICAL,1.2,2026-07-06T16:22:41
1260,District Hospital Blood Bank,Tikamgarh,O+,14,14,SAFE,FORECAST_SAFE,3.8,2026-07-06T16:22:41
1260,District Hospital Blood Bank,Tikamgarh,O-,84,84,CRITICAL,FORECAST_CRITICAL,0.2,2026-07-06T16:22:41
1260,District Hospital Blood Bank,Tikamgarh,AB+,14,14,SAFE,FORECAST_SAFE,3.9,2026-07-06T16:22:41
1260,District Hospital Blood Bank,Tikamgarh,AB-,14,54,SAFE,FORECAST_LOW,3.3,2026-07-06T16:22:41
1261,Grassim Hospital and Blood Bank,Nagda,A+,54,84,LOW,FORECAST_CRITICAL,1.2,2026-07-06T16:22:41
1261,Grassim Hospital and Blood Bank,Nagda,A-,84,84,CRITICAL,FORECAST_CRITICAL,0.1,2026-07-06T16:22:41
1261,Grassim Hospital and Blood Bank,Nagda,B+,84,84,CRITICAL,FORECAST_CRITICAL,0.0,2026-07-06T16:22:41
1261,Grassim Hospital and Blood Bank,Nagda,B-,54,84,LOW,FORECAST_CRITICAL,1.5,2026-07-06T16:22:41
1261,Grassim Hospital and Blood Bank,Nagda,O+,54,54,LOW,FORECAST_LOW,2.6,2026-07-06T16:22:41
1261,Grassim Hospital and Blood Bank,Nagda,O-,54,54,LOW,FORECAST_LOW,2.1,2026-07-06T16:22:41
1261,Grassim Hospital and Blood Bank,Nagda,AB+,54,84,LOW,FORECAST_CRITICAL,1.6,2026-07-06T16:22:41
1261,Grassim Hospital and Blood Bank,Nagda,AB-,14,54,SAFE,FORECAST_LOW,3.3,2026-07-06T16:22:41
1262,District Hospital Blood Bank,Ujjain,A+,14,54,SAFE,FORECAST_LOW,3.1,2026-07-06T16:22:41
1262,District Hospital Blood Bank,Ujjain,A-,54,54,LOW,FORECAST_LOW,2.1,2026-07-06T16:22:41
1262,District Hospital Blood Bank,Ujjain,B+,54,84,LOW,FORECAST_CRITICAL,1.2,2026-07-06T16:22:41
1262,District Hospital Blood Bank,Ujjain,B-,54,54,LOW,FORECAST_LOW,2.2,2026-07-06T16:22:41
1262,District Hospital Blood Bank,Ujjain,O+,54,84,LOW,FORECAST_CRITICAL,1.5,2026-07-06T16:22:41
1262,District Hospital Blood Bank,Ujjain,O-,14,54,SAFE,FORECAST_LOW,3.1,2026-07-06T16:22:41
1262,District Hospital Blood Bank,Ujjain,AB+,54,54,LOW,FORECAST_LOW,1.8,2026-07-06T16:22:41
1262,District Hospital Blood Bank,Ujjain,AB-,14,54,SAFE,FORECAST_LOW,3.1,2026-07-06T16:22:41
1263,Puspha Mission Hospital and Maternity Home Blood Bank,Ujjain,A+,19,19,SAFE,FORECAST_SAFE,3.8,2026-07-06T16:22:41
1263,Puspha Mission Hospital and Maternity Home Blood Bank,Ujjain,A-,89,89,CRITICAL,FORECAST_CRITICAL,0.3,2026-07-06T16:22:41
1263,Puspha Mission Hospital and Maternity Home Blood Bank,Ujjain,B+,19,19,SAFE,FORECAST_SAFE,3.9,2026-07-06T16:22:41
1263,Puspha Mission Hospital and Maternity Home Blood Bank,Ujjain,B-,59,89,LOW,FORECAST_CRITICAL,1.4,2026-07-06T16:22:41
1263,Puspha Mission Hospital and Maternity Home Blood Bank,Ujjain,O+,59,59,LOW,FORECAST_LOW,2.7,2026-07-06T16:22:41
1263,Puspha Mission Hospital and Maternity Home Blood Bank,Ujjain,O-,59,59,LOW,FORECAST_LOW,1.9,2026-07-06T16:22:41
1263,Puspha Mission Hospital and Maternity Home Blood Bank,Ujjain,AB+,89,89,CRITICAL,FORECAST_CRITICAL,0.8,2026-07-06T16:22:41
1263,Puspha Mission Hospital and Maternity Home Blood Bank,Ujjain,AB-,19,59,SAFE,FORECAST_LOW,3.5,2026-07-06T16:22:41
1264,Ujjain Charitable Trust Blood Bank,Ujjain,A+,17,17,SAFE,FORECAST_SAFE,3.9,2026-07-06T16:22:41
1264,Ujjain Charitable Trust Blood Bank,Ujjain,A-,17,57,SAFE,FORECAST_LOW,3.7,2026-07-06T16:22:41
1264,Ujjain Charitable Trust Blood Bank,Ujjain,B+,17,57,SAFE,FORECAST_LOW,3.6,2026-07-06T16:22:41
1264,Ujjain Charitable Trust Blood Bank,Ujjain,B-,17,57,SAFE,FORECAST_LOW,3.3,2026-07-06T16:22:41
1264,Ujjain Charitable Trust Blood Bank,Ujjain,O+,87,87,CRITICAL,FORECAST_CRITICAL,0.7,2026-07-06T16:22:41
1264,Ujjain Charitable Trust Blood Bank,Ujjain,O-,17,57,SAFE,FORECAST_LOW,3.7,2026-07-06T16:22:41
